;tweet;label;tweet_spacy;score (positive);prediction
72;Sony  mdr7506  a good choice;{'POSITIVE': True};Sony  mdr7506  a good choice;0.5178065299987793;True
73;This picture explains it all.   #NOBORDER  #POTUS pic.twitter.com/j4FAoH6oUY;{'POSITIVE': True};This picture explains it all.   #NOBORDER  #POTUS pic.twitter.com/j4FAoH6oUY;0.5579875707626343;True
74;RIP my @Sony  #MDR7506  studio headphones... I lived in these things for 4 years.. time for a new set?  pic.twitter.com/cOIFUZFzV1;{'POSITIVE': True};RIP my @Sony  #MDR7506  studio headphones... I lived in these things for 4 years.. time for a new set?  pic.twitter.com/cOIFUZFzV1;0.859165608882904;True
75;It turns out my ears are incompatible with the ATH M50, so I just got the Sony  MDR7506 . So far they sound way better.;{'POSITIVE': False};It turns out my ears are incompatible with the ATH M50, so I just got the Sony  MDR7506 . So far they sound way better.;0.12290888279676437;False
76;@ LaurenceWHolmes  the Grados SR80i, Sennheiser HD 280 (for more thump) and the Sony  MDR7506  are better sounding and less $;{'POSITIVE': False};@ LaurenceWHolmes  the Grados SR80i, Sennheiser HD 280 (for more thump) and the Sony  MDR7506  are better sounding and less $;0.5749655961990356;True
77;Headphones busted, inears busted......looks like I'm giving myself a early Christmas gift SONY  MDR7506  :D;{'POSITIVE': True};Headphones busted, inears busted......looks like I'm giving myself a early Christmas gift SONY  MDR7506  :D;0.6158924698829651;True
78;After years of buying Bose headphones, I bought the Sony  MDR7506  ones and I'm mind blown by their quality at a third of the price.;{'POSITIVE': False};After years of buying Bose headphones, I bought the Sony  MDR7506  ones and I'm mind blown by their quality at a third of the price.;0.28428012132644653;False
79;"Sony  MDR7506  Professional Large Diaphragm Headphone  https://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_cp_api_kxX8xbJJVCC55   … 

Don't get fancy shit.";{'POSITIVE': True};"Sony  MDR7506  Professional Large Diaphragm Headphone  https://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_cp_api_kxX8xbJJVCC55   … 

Don't get fancy shit.";0.8507989645004272;True
80;"Btw,

and I'm prepared to get backlash for this,

after two months of use, I found Sony  MDR7506 's OVERRATED.

Like way below my expectations";{'POSITIVE': False};"Btw,

and I'm prepared to get backlash for this,

after two months of use, I found Sony  MDR7506 's OVERRATED.

Like way below my expectations";0.2999608814716339;False
81;"Literally yelling around the house,

 MDR7506 !!

AKG!

SENNHEISERS!!";{'POSITIVE': True};"Literally yelling around the house,

 MDR7506 !!

AKG!

SENNHEISERS!!";0.5705470442771912;True
82;"Always on the hustle.

#arturia  #ableton  #Sony  #minilab  #mdr7506  #live9 @Los Angeles, California  https://www. instagram.com/p/BKRK0CXBA-1/  ";{'POSITIVE': True};"Always on the hustle.

#arturia  #ableton  #Sony  #minilab  #mdr7506  #live9 @Los Angeles, California  https://www. instagram.com/p/BKRK0CXBA-1/  ";0.9843732118606567;True
83;"What am I going to do with a phone that I can't plug my Sony  MDR7506 's to?

or my Beyer DT880s?

or my Grado SR60s?

or my Sennheiser HD202s";{'POSITIVE': True};"What am I going to do with a phone that I can't plug my Sony  MDR7506 's to?

or my Beyer DT880s?

or my Grado SR60s?

or my Sennheiser HD202s";0.7771198153495789;True
84;"Sony  MDR7506  Professional Large Diaphragm Headphone

$72

 http:// bit.ly/2bzAzSP   pic.twitter.com/HpanCxHE3X";{'POSITIVE': True};"Sony  MDR7506  Professional Large Diaphragm Headphone

$72

 http:// bit.ly/2bzAzSP   pic.twitter.com/HpanCxHE3X";0.8587949872016907;True
85;"My JX-03 and  MDR7506  are officially ""shipped"".

*sigh*";{'POSITIVE': True};"My JX-03 and  MDR7506  are officially ""shipped"".

*sigh*";0.5327249765396118;True
86;The official headphones of a hustler. #5dsr  #24mmlii  #mdr7506  #sonymdr7506  #editlife  #filmmaking …  https://www. instagram.com/p/BGYXu73Olda/  ;{'POSITIVE': True};The official headphones of a hustler. #5dsr  #24mmlii  #mdr7506  #sonymdr7506  #editlife  #filmmaking …  https://www. instagram.com/p/BGYXu73Olda/  ;0.9851946234703064;True
87;I abhor Bose headphones. I would rather spend $70 on Sony  MDR7506;{'POSITIVE': True};I abhor Bose headphones. I would rather spend $70 on Sony  MDR7506;0.670310378074646;True
88;"The Sony  MDR7506  Professional, great for studio. Will need an alternate for travel. 
 http://www. amazon.com/gp/aw/d/B000AJ IF4E/ref=mp_s_a_1_4/189-5639340-9117962?qid=1461459370&sr=8-4&pi=AC_SX236_SY340_QL65&keywords=sony+headphones&dpPl=1&dpID=51DCPnqbdjL&ref=plSrch   … https:// twitter.com/qgittings/stat us/724029955760373761   …";{'POSITIVE': False};"The Sony  MDR7506  Professional, great for studio. Will need an alternate for travel. 
 http://www. amazon.com/gp/aw/d/B000AJ IF4E/ref=mp_s_a_1_4/189-5639340-9117962?qid=1461459370&sr=8-4&pi=AC_SX236_SY340_QL65&keywords=sony+headphones&dpPl=1&dpID=51DCPnqbdjL&ref=plSrch   … https:// twitter.com/qgittings/stat us/724029955760373761   …";0.7995120286941528;True
89;Excitedly awaiting my new headphones: Sony  MDR7506 , after the internet and @fexd  agreed upon their excellence.;{'POSITIVE': True};Excitedly awaiting my new headphones: Sony  MDR7506 , after the internet and @fexd  agreed upon their excellence.;0.6164695620536804;True
90;# sony  #mdr7506  & #apogeeone  - my ideal for home recording studio   #homestudio   #homerecording …  https://www. instagram.com/p/BB4CR2FSIZg/  ;{'POSITIVE': True};# sony  #mdr7506  & #apogeeone  - my ideal for home recording studio   #homestudio   #homerecording …  https://www. instagram.com/p/BB4CR2FSIZg/  ;0.9701129198074341;True
91;It's really stunning how weak it is going back to Sony  MDR7506  after having the Focal Spirits for a year. #deadphones;{'POSITIVE': True};It's really stunning how weak it is going back to Sony  MDR7506  after having the Focal Spirits for a year. #deadphones;0.3142240047454834;False
92;I agree with most of the chosen. Currently I am using #Sony   MDR7506  and #AKG  K702. https:// twitter.com/Dubspot/status /689641173791739904   …;{'POSITIVE': True};I agree with most of the chosen. Currently I am using #Sony   MDR7506  and #AKG  K702. https:// twitter.com/Dubspot/status /689641173791739904   …;0.6380032300949097;True
93;FL Studio, Serum, Novation LaunchKeys 25, Pair of  MDR7506 . Ton’s of samples. It’s producing time! #dnb  #flstudio;{'POSITIVE': True};FL Studio, Serum, Novation LaunchKeys 25, Pair of  MDR7506 . Ton’s of samples. It’s producing time! #dnb  #flstudio;0.8179291486740112;True
94;.@SonyProUSA  Absolutely! It's THE industry reference standard! And has always been reasonably priced! #mdr7506  @BHPhotoVideo  @BHProAudio;{'POSITIVE': False};.@SonyProUSA  Absolutely! It's THE industry reference standard! And has always been reasonably priced! #mdr7506  @BHPhotoVideo  @BHProAudio;0.7182124257087708;True
95;@ TimmyTechTV  @iAMLeoTheLion  those are too hifi and treble heavy. The akg are great for studio. The sony  mdr7506  are very flat too.;{'POSITIVE': False};@ TimmyTechTV  @iAMLeoTheLion  those are too hifi and treble heavy. The akg are great for studio. The sony  mdr7506  are very flat too.;0.47105640172958374;False
96;2nite 6-8pm @YouTubeSpaceLA  see @SonyProUSA  products & chance to win  MDR7506  headphones. #F55  #FS7  #FS5  #a7rII  #X300 pic.twitter.com/fLrPAjFeEd;{'POSITIVE': True};2nite 6-8pm @YouTubeSpaceLA  see @SonyProUSA  products & chance to win  MDR7506  headphones. #F55  #FS7  #FS5  #a7rII  #X300 pic.twitter.com/fLrPAjFeEd;0.9947998523712158;True
97;@ danikaharrod  Sony  MDR7506  is good and only $80. It produces a neutral sound so it's good for when you're recording.;{'POSITIVE': False};@ danikaharrod  Sony  MDR7506  is good and only $80. It produces a neutral sound so it's good for when you're recording.;0.2456243485212326;False
98;The Sony  MDR7506 's have been my choice for years! 2 in the studio and 1 on the road. Best headphones.   https:// twitter.com/engadget/statu s/652559172538646529   …;{'POSITIVE': False};The Sony  MDR7506 's have been my choice for years! 2 in the studio and 1 on the road. Best headphones.   https:// twitter.com/engadget/statu s/652559172538646529   …;0.4054361879825592;False
99;stpad LR with  MDR7506   pic.twitter.com/L0U0Hfm8NP;{'POSITIVE': True};stpad LR with  MDR7506   pic.twitter.com/L0U0Hfm8NP;0.6147605180740356;True
100;I just bought myself a pair of Sony  MDR7506  headphones. VO-editing is going to be so much more enjoyable now :)  http://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_tw_asp_VLxtJ.JWBT717   …;{'POSITIVE': False};I just bought myself a pair of Sony  MDR7506  headphones. VO-editing is going to be so much more enjoyable now :)  http://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_tw_asp_VLxtJ.JWBT717   …;0.685738742351532;True
101;@ rankarusu  @SwigglesRP Sony and Audiotechnica studio monitoring headphones are great. I have been using Sony  MDR7506  ($100) and theyre great;{'POSITIVE': False};@ rankarusu  @SwigglesRP Sony and Audiotechnica studio monitoring headphones are great. I have been using Sony  MDR7506  ($100) and theyre great;0.46708735823631287;False
102;Upping my film audio game: 'Sony  MDR7506  | Professional Headphone' by Sony via @amazon   http://www. amazon.com/dp/B00DNNIJ2C/ ref=cm_sw_r_tw_asp_C3LhJ.JVS2K9Q   …;{'POSITIVE': True};Upping my film audio game: 'Sony  MDR7506  | Professional Headphone' by Sony via @amazon   http://www. amazon.com/dp/B00DNNIJ2C/ ref=cm_sw_r_tw_asp_C3LhJ.JVS2K9Q   …;0.8246686458587646;True
103;$80 (20% off) Sony  MDR7506  Professional Large Diaphragm Headphone  http:// techhunter.co/sony-mdr7506-h eadphones/   … pic.twitter.com/hXZPTVJfQj;{'POSITIVE': True};$80 (20% off) Sony  MDR7506  Professional Large Diaphragm Headphone  http:// techhunter.co/sony-mdr7506-h eadphones/   … pic.twitter.com/hXZPTVJfQj;0.8990857005119324;True
104;"Sony  MDR7506  Headphones for only $80:  http:// amzn.to/1CQeFoo   

Get #podcasting  #deals  automatically:  http:// theaudacitytopodcast.com/deals  ";{'POSITIVE': True};"Sony  MDR7506  Headphones for only $80:  http:// amzn.to/1CQeFoo   

Get #podcasting  #deals  automatically:  http:// theaudacitytopodcast.com/deals  ";0.9923337697982788;True
105;The Best Pair Of Headphones Under $100? Sony  MDR7506  Review  http://www. midilifestyle.com/blog/the-best- headphone-under-100-sony-mdr7506-review/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost   …;{'POSITIVE': True};The Best Pair Of Headphones Under $100? Sony  MDR7506  Review  http://www. midilifestyle.com/blog/the-best- headphone-under-100-sony-mdr7506-review/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost   …;0.9433265924453735;True
106;Inspired in part by @MarikoLochridge  I went and got an audio upgrade. Can’t wait to start rocking my new  MDR7506 ’s  pic.twitter.com/y4mDVw65xS;{'POSITIVE': True};Inspired in part by @MarikoLochridge  I went and got an audio upgrade. Can’t wait to start rocking my new  MDR7506 ’s  pic.twitter.com/y4mDVw65xS;0.7439246773719788;True
107;Okay guys, goin' in... gonna listen once more before I go to sleep but this time on my Sony  MDR7506  headphones! I will likely die BYE.;{'POSITIVE': True};Okay guys, goin' in... gonna listen once more before I go to sleep but this time on my Sony  MDR7506  headphones! I will likely die BYE.;0.5595815777778625;True
108;1/ I have two pairs of headphones that have now lasted 10+ years: Sony  MDR7506  and Sennheiser HD25. Nothing else has come close.;{'POSITIVE': False};1/ I have two pairs of headphones that have now lasted 10+ years: Sony  MDR7506  and Sennheiser HD25. Nothing else has come close.;0.6996166110038757;True
109;@ repmusicLtd  @RobinPjazz  I tend to track absolutely everything with DT100's as do many people You could try the DT150's too or Sony  mdr7506;{'POSITIVE': True};@ repmusicLtd  @RobinPjazz  I tend to track absolutely everything with DT100's as do many people You could try the DT150's too or Sony  mdr7506;0.6512986421585083;True
110;[priv] Hey You App:  http:// Amazon.com   : Sony  MDR7506  Professional Large Dia? on  http:// App.net     http:// dlvr.it/8lQPsd  ;{'POSITIVE': True};[priv] Hey You App:  http:// Amazon.com   : Sony  MDR7506  Professional Large Dia? on  http:// App.net     http:// dlvr.it/8lQPsd  ;0.9655260443687439;True
111;Sony  MDR7506  headphones under $100 on Amazon India. Sweet deal.  http://www. amazon.in/gp/offer-listi ng/B000AJIF4E/ref=dp_olp_new?ie=UTF8&condition=new   …;{'POSITIVE': True};Sony  MDR7506  headphones under $100 on Amazon India. Sweet deal.  http://www. amazon.in/gp/offer-listi ng/B000AJIF4E/ref=dp_olp_new?ie=UTF8&condition=new   …;0.9212071299552917;True
112;not bad...... #music  #nowplaying  #mdr7506   ? give trance a chance Kevin Huang  http:// spoti.fi/1BKNnvN  ;{'POSITIVE': True};not bad...... #music  #nowplaying  #mdr7506   ? give trance a chance Kevin Huang  http:// spoti.fi/1BKNnvN  ;0.9226732850074768;True
113;The packaging on the @Sony   MDR7506 's is beautiful, and judging from this @LegionDNB  mix so far, so is the sound.;{'POSITIVE': False};The packaging on the @Sony   MDR7506 's is beautiful, and judging from this @LegionDNB  mix so far, so is the sound.;0.15356771647930145;False
114;I just picked up some Sony  MDR7506 ’s. They’re the same headphones I had at my edit station at @FellowshipAR  and I MISSED them.;{'POSITIVE': True};I just picked up some Sony  MDR7506 ’s. They’re the same headphones I had at my edit station at @FellowshipAR  and I MISSED them.;0.4758892357349396;False
115;Sony  MDR7506  Professional Large Diaphragm Headphone (Electronics)By Sony        Click to see pri...  http:// amzn.to/1a6t5yY  ;{'POSITIVE': True};Sony  MDR7506  Professional Large Diaphragm Headphone (Electronics)By Sony        Click to see pri...  http:// amzn.to/1a6t5yY  ;0.8769143223762512;True
116;Yes the Sony  MDR7506  are the go-to studio reference cans but I listen for fun. My ears prefer the warmer Sennheiser HD380 PRO. #geek;{'POSITIVE': False};Yes the Sony  MDR7506  are the go-to studio reference cans but I listen for fun. My ears prefer the warmer Sennheiser HD380 PRO. #geek;0.6719619631767273;True
117;http:// ift.tt/1qE2Eac    #headphone  #Studio  #Audio  I WAS IN LOVE WITH MY SONY  MDR7506  until I got this pair,,, I ...  pic.twitter.com/CenWRqFZcp;{'POSITIVE': True};http:// ift.tt/1qE2Eac    #headphone  #Studio  #Audio  I WAS IN LOVE WITH MY SONY  MDR7506  until I got this pair,,, I ...  pic.twitter.com/CenWRqFZcp;0.9707952737808228;True
118;Thoughts? #audio  #producer  #gamer  #shopwithme  #Sony   MDR7506  Professional Large Diaphragm Headphone  https://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_awd_nX6hub1XC3M2B   …;{'POSITIVE': True};Thoughts? #audio  #producer  #gamer  #shopwithme  #Sony   MDR7506  Professional Large Diaphragm Headphone  https://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_awd_nX6hub1XC3M2B   …;0.9923322200775146;True
119;Bought a pair of headphones (Sony  MDR7506 ) on a whim for the kit, pleasantly surprised and quite possibly the best pair I've ever owned.;{'POSITIVE': False};Bought a pair of headphones (Sony  MDR7506 ) on a whim for the kit, pleasantly surprised and quite possibly the best pair I've ever owned.;0.3938722014427185;False
120;You know Sony's  MDR7506  headphones are something special when you hear a near silent cough in a song you've heard hundreds of times;{'POSITIVE': False};You know Sony's  MDR7506  headphones are something special when you hear a near silent cough in a song you've heard hundreds of times;0.4717755913734436;False
121;I'm a huge fan of the Sony  MDR7506  headphones. Great comparison article from Kinja.  http:// co-op.kinja.com/five-best-head phones-1617713676/+shaneroberts   …;{'POSITIVE': True};I'm a huge fan of the Sony  MDR7506  headphones. Great comparison article from Kinja.  http:// co-op.kinja.com/five-best-head phones-1617713676/+shaneroberts   …;0.6758145689964294;True
122;"More new toys.. and candy!  
#iFucksWithYou  #SweetWater  #Sony  #MDR7506  #AudioTechnica …  http:// instagram.com/p/rYBH_ZHQ2V/  ";{'POSITIVE': True};"More new toys.. and candy!  
#iFucksWithYou  #SweetWater  #Sony  #MDR7506  #AudioTechnica …  http:// instagram.com/p/rYBH_ZHQ2V/  ";0.9590975046157837;True
123;@ MKMEdits  there are a couple diff models, I use the  MDR7506 's, should run 75-100 bux at amazon;{'POSITIVE': True};@ MKMEdits  there are a couple diff models, I use the  MDR7506 's, should run 75-100 bux at amazon;0.5871881246566772;True
124;Man these Sony  MDR7506  headphones are great. Collapsible, isolated pro monitors. Travel + monitoring = ;{'POSITIVE': False};Man these Sony  MDR7506  headphones are great. Collapsible, isolated pro monitors. Travel + monitoring = ;0.6337459683418274;True
125;# yeahijustsaidthat  new toys |m| #geek  #MDR7506   pic.twitter.com/GS9mfBIym3;{'POSITIVE': True};# yeahijustsaidthat  new toys |m| #geek  #MDR7506   pic.twitter.com/GS9mfBIym3;0.8048436641693115;True
126;"@ johnbirchman  @chris_neto  +1 for  mdr7506 ; not sexy looking but great sounding.";{'POSITIVE': False};"@ johnbirchman  @chris_neto  +1 for  mdr7506 ; not sexy looking but great sounding.";0.6194021701812744;True
127;Can't decide between two headphones need some help!: I can't decide between the Sony  MDR7506  Headphones or the...  http:// bit.ly/1jabwpa  ;{'POSITIVE': True};Can't decide between two headphones need some help!: I can't decide between the Sony  MDR7506  Headphones or the...  http:// bit.ly/1jabwpa  ;0.9011207818984985;True
128;"http:// amzn.to/1iqKXvL    #7: Sony  MDR7506  Professional Large Diaphragm Headphone

Sony  MDR7506  Professional Large...  pic.twitter.com/zTxxrNoSNA";{'POSITIVE': True};"http:// amzn.to/1iqKXvL    #7: Sony  MDR7506  Professional Large Diaphragm Headphone

Sony  MDR7506  Professional Large...  pic.twitter.com/zTxxrNoSNA";0.9694123268127441;True
129;Looking at a set of  MDR7506 's for music & Podcast mixing/editing. What do you use? #studioheadphones pic.twitter.com/2nvkYl4Z6e;{'POSITIVE': True};Looking at a set of  MDR7506 's for music & Podcast mixing/editing. What do you use? #studioheadphones pic.twitter.com/2nvkYl4Z6e;0.5612024068832397;True
130;Sony  MDR7506   pic.twitter.com/WN4cqGOtSD;{'POSITIVE': True};Sony  MDR7506   pic.twitter.com/WN4cqGOtSD;0.5168138146400452;True
131;Everyone who knows sound should know these. #sony  #mdr7506  #studio  #headphones  #monitor   http:// instagram.com/p/nwJCuRRcxn/  ;{'POSITIVE': True};Everyone who knows sound should know these. #sony  #mdr7506  #studio  #headphones  #monitor   http:// instagram.com/p/nwJCuRRcxn/  ;0.9767172932624817;True
132;View this morning! #lifeofasoundengineer  #foh  #freshbreath  #x32  #mdr7506  #splmeter  #jbl  #qsc  #eaw …  http:// instagram.com/p/nlQ-zDlTWY/  ;{'POSITIVE': True};View this morning! #lifeofasoundengineer  #foh  #freshbreath  #x32  #mdr7506  #splmeter  #jbl  #qsc  #eaw …  http:// instagram.com/p/nlQ-zDlTWY/  ;0.9970343112945557;True
133;Sony  MDR7506;{'POSITIVE': True};Sony  MDR7506;0.45619645714759827;False
134;Thanks for the love MT @TonyBoomPow  I have a long love affair with my #MDR7506  #voiceover  #nobeatsever  #Audiophile pic.twitter.com/DlzzpsLWFW;{'POSITIVE': False};Thanks for the love MT @TonyBoomPow  I have a long love affair with my #MDR7506  #voiceover  #nobeatsever  #Audiophile pic.twitter.com/DlzzpsLWFW;0.7874661684036255;True
135;# Amazon  #Canada  Sony  MDR7506  Professional Large Diaphragm Headphone with Beyerdynamic EDT 200 Vel...  http:// amzn.to/1qSdQlt    #Electronics;{'POSITIVE': True};# Amazon  #Canada  Sony  MDR7506  Professional Large Diaphragm Headphone with Beyerdynamic EDT 200 Vel...  http:// amzn.to/1qSdQlt    #Electronics;0.9801400303840637;True
136;"RT @bryan_bradshaw : @ChrisTannehill  Best headphones under $300 in you opinion?

-I use Shure SRH440's and Sony  MDR7506 's.";{'POSITIVE': True};"RT @bryan_bradshaw : @ChrisTannehill  Best headphones under $300 in you opinion?

-I use Shure SRH440's and Sony  MDR7506 's.";0.7314255237579346;True
137;"@ GaiaBordicchia  I use these! I like em’ big and roomy. Sony  MDR7506  Professional Large Diaphragm Headphone
 http:// amzn.com/B000AJIF4E  ";{'POSITIVE': False};"@ GaiaBordicchia  I use these! I like em’ big and roomy. Sony  MDR7506  Professional Large Diaphragm Headphone
 http:// amzn.com/B000AJIF4E  ";0.7868479490280151;True
138;The perfect pair for my Sunday. #sonyproffesional  #mdr7506  #shure  #sm7b  #hot106  #radiostation   http:// instagram.com/p/hY5Pe7N-xY/  ;{'POSITIVE': True};The perfect pair for my Sunday. #sonyproffesional  #mdr7506  #shure  #sm7b  #hot106  #radiostation   http:// instagram.com/p/hY5Pe7N-xY/  ;0.9797347187995911;True
139;I'm listening to @kylebobbydunn  on a set of Sony  MDR7506  headphones. I'm seeing the sunshine from my forth birthday. Long live Bobby Dunn.;{'POSITIVE': True};I'm listening to @kylebobbydunn  on a set of Sony  MDR7506  headphones. I'm seeing the sunshine from my forth birthday. Long live Bobby Dunn.;0.5744044184684753;True
140;Sony  MDR7506  Professional Large Diaphragm Headphone (Electronics)By Sony        Buy new: $77.775...  http:// amzn.to/1a6t5yY  ;{'POSITIVE': True};Sony  MDR7506  Professional Large Diaphragm Headphone (Electronics)By Sony        Buy new: $77.775...  http:// amzn.to/1a6t5yY  ;0.9362881183624268;True
141;@ carolineghetes  I like these. I use them at my radio job. They're not terribly spendy:  Sony  MDR7506  Professional Large Diaphragm Headphone;{'POSITIVE': False};@ carolineghetes  I like these. I use them at my radio job. They're not terribly spendy:  Sony  MDR7506  Professional Large Diaphragm Headphone;0.6647326350212097;True
142;Sony  MDR7506  Professional Large Diaphragm Headphone by Sony  http://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_tw_dp_bjgrsb0DAJFQS   …  via @amazon;{'POSITIVE': True};Sony  MDR7506  Professional Large Diaphragm Headphone by Sony  http://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_tw_dp_bjgrsb0DAJFQS   …  via @amazon;0.8989396095275879;True
143;FINALLY #sony  #mdr7506  #headphones   http:// instagram.com/p/eQKAy2jmdZ/  ;{'POSITIVE': True};FINALLY #sony  #mdr7506  #headphones   http:// instagram.com/p/eQKAy2jmdZ/  ;0.9089759588241577;True
144;Wow, pretty good deal on the Sony  MDR7506  headphones. I have the MDR7609HD and they are exceptional.  http://www. amazon.com/gp/product/B00 0AJIF4E/ref=as_li_ss_tl?ie=UTF8&tag=duckwing-20&linkCode=as2&camp=217145&creative=399373&creativeASIN=B000AJIF4E   …;{'POSITIVE': True};Wow, pretty good deal on the Sony  MDR7506  headphones. I have the MDR7609HD and they are exceptional.  http://www. amazon.com/gp/product/B00 0AJIF4E/ref=as_li_ss_tl?ie=UTF8&tag=duckwing-20&linkCode=as2&camp=217145&creative=399373&creativeASIN=B000AJIF4E   …;0.4839041531085968;False
145;@ marcoarment  Get the Sony professional headphones.  MDR7506;{'POSITIVE': True};@ marcoarment  Get the Sony professional headphones.  MDR7506;0.7130182385444641;True
146;.@ElizabethKretz Sony  MDR7506  $87 from Amazon. (As seen on  http:// willgroom.com   );{'POSITIVE': True};.@ElizabethKretz Sony  MDR7506  $87 from Amazon. (As seen on  http:// willgroom.com   );0.8683995604515076;True
147;This is a stupid good deal for a great pair of studio cans. Sony  MDR7506  headphones.   http://www. amazon.com/gp/product/B00 0AJIF4E?ie=UTF8&camp=213733&creative=393185&creativeASIN=B000AJIF4E&linkCode=shr&tag=theramofsomau-20&force-full-site=1&ref_=aw_bottom_links   …  via @amazon;{'POSITIVE': True};This is a stupid good deal for a great pair of studio cans. Sony  MDR7506  headphones.   http://www. amazon.com/gp/product/B00 0AJIF4E?ie=UTF8&camp=213733&creative=393185&creativeASIN=B000AJIF4E&linkCode=shr&tag=theramofsomau-20&force-full-site=1&ref_=aw_bottom_links   …  via @amazon;0.8915920257568359;True
148;Sony  MDR7506  Professional Massive Diaphragm Headphone: Sony  MDR7506  Skilled Large Diaphragm Headphone Sony MDR75...  http:// bit.ly/12yDJb0  ;{'POSITIVE': True};Sony  MDR7506  Professional Massive Diaphragm Headphone: Sony  MDR7506  Skilled Large Diaphragm Headphone Sony MDR75...  http:// bit.ly/12yDJb0  ;0.9630658626556396;True
149;@ SmiteMatter  I love my Sony  MDR7506 's at around $100.;{'POSITIVE': True};@ SmiteMatter  I love my Sony  MDR7506 's at around $100.;0.509619414806366;True
150;? Hot Sony  MDR7506  Professional Large Diaphragm Headphone: ? ? Low Price Sony  MDR7506  Professional Large Diaphra...  http:// bit.ly/Z6A6HE  ;{'POSITIVE': True};? Hot Sony  MDR7506  Professional Large Diaphragm Headphone: ? ? Low Price Sony  MDR7506  Professional Large Diaphra...  http:// bit.ly/Z6A6HE  ;0.9771768450737;True
151;"""Only an ex radio dork like me would use his headphones in his now corporate office.""  http:// on.fb.me/SMqMLN    via @MrDetermined713  #mdr7506";{'POSITIVE': True};"""Only an ex radio dork like me would use his headphones in his now corporate office.""  http:// on.fb.me/SMqMLN    via @MrDetermined713  #mdr7506";0.7055631279945374;True
152;2012 KOBE Light Massage pic.twitter.com/QsfNTn9Y;{'POSITIVE': True};2012 KOBE Light Massage pic.twitter.com/QsfNTn9Y;0.3637133240699768;False
153;an  MDR7506  at sub-grado prices? can't go wrong   http://www. amazon.com/dp/B00001WRSJ/  ;{'POSITIVE': True};an  MDR7506  at sub-grado prices? can't go wrong   http://www. amazon.com/dp/B00001WRSJ/  ;0.7920100688934326;True
154;People smashing guitars are terrible. Companies smashing guitars for commercials are worse. I'll take my Sony  MDR7506  over Beats any day.;{'POSITIVE': False};People smashing guitars are terrible. Companies smashing guitars for commercials are worse. I'll take my Sony  MDR7506  over Beats any day.;0.3927115499973297;False
155;Sony  MDR7506;{'POSITIVE': True};Sony  MDR7506;0.45619645714759827;False
156;I just bought: 'Sony  MDR7506  Professional Headphones' by Sony via @amazon .  Thanks to @kanendosei  for the suggestion  http://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_tw_asp_DrY.E.1SR4ZS6   …;{'POSITIVE': True};I just bought: 'Sony  MDR7506  Professional Headphones' by Sony via @amazon .  Thanks to @kanendosei  for the suggestion  http://www. amazon.com/dp/B000AJIF4E/ ref=cm_sw_r_tw_asp_DrY.E.1SR4ZS6   …;0.9182384610176086;True
157;@ SonyProUSA  Thanks so much for the spotlight!  http:// on.fb.me/L3c8ee    #MDR7506  #ProAudio  #Headphones  #EarBudsAreWeak;{'POSITIVE': True};@ SonyProUSA  Thanks so much for the spotlight!  http:// on.fb.me/L3c8ee    #MDR7506  #ProAudio  #Headphones  #EarBudsAreWeak;0.9570745229721069;True
158;I'm gonna warn you guys... I'm about to listen to all snippets in my AMAZING headphones I use for work... Sony  MDR7506 . Keysmash WILL ensue.;{'POSITIVE': True};I'm gonna warn you guys... I'm about to listen to all snippets in my AMAZING headphones I use for work... Sony  MDR7506 . Keysmash WILL ensue.;0.2670174837112427;False
159;"Sony  MDR7506  Professional Large Diaphragm Headphone (Electronics) tagged ""music"" 34 times  http:// dlvr.it/19mPrX  ";{'POSITIVE': True};"Sony  MDR7506  Professional Large Diaphragm Headphone (Electronics) tagged ""music"" 34 times  http:// dlvr.it/19mPrX  ";0.8777077794075012;True
160;@ AndrewSilva253  the same sony ones that i always recommend.  MDR7506   http:// twitpic.com/5wwjo7  ;{'POSITIVE': True};@ AndrewSilva253  the same sony ones that i always recommend.  MDR7506   http:// twitpic.com/5wwjo7  ;0.6389039158821106;True
161;The youhei Daily is out! http://bit.ly/eon0yp ? Top stories today via @mdr7506;{'POSITIVE': True};The youhei Daily is out! http://bit.ly/eon0yp ? Top stories today via @mdr7506;0.30717897415161133;False
162;Leaning towards Sony  MDR7506  headphones. Want over-ear, prefer either closed back or noise cancelling. http://amzn.to/fDxPWC;{'POSITIVE': True};Leaning towards Sony  MDR7506  headphones. Want over-ear, prefer either closed back or noise cancelling. http://amzn.to/fDxPWC;0.8335003852844238;True
